Scraped At,Section,Subcategory,Product Name,Price,Rating,Image URL,Product URL
2026-01-25 07:02:53,Kids Fashion,"Boys Clothing
32676",KIDS CLUB Pack of 1 Boys 100% Cotton Full Sleeves Shirt ( Peach ),Rs. 329,5.0,https://g.sdlcdn.com/imgs/l/e/m/KIDS-CLUB-Pack-of-1-SDL995990461-1-26e07.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/kids-club-pack-of-1/5764608189956700996#bcrumbSearch:kids%20fashion|bcrumbLabelId:524
2026-01-25 07:02:53,Kids Fashion,"Boys Clothing
32676",NI FASHION Pack of 1 Boys Cotton Blend T-Shirt ( Green ),Rs. 167,4.1,https://g.sdlcdn.com/imgs/k/x/e/NI-FASHION-Green-Cotton-Blend-SDL190898988-1-9b046.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/ni-fashion-green-cotton-blend/636908214277#bcrumbSearch:kids%20fashion|bcrumbLabelId:524
2026-01-25 07:02:53,Kids Fashion,"Boys Clothing
32676",NAYPAL FASHION STYLE Pack of 1 Boys & Girls Cotton Blend T-Shirt ( Pink ),Rs. 239,4.5,https://g.sdlcdn.com/imgs/l/a/c/NAYPAL-FASHION-STYLE-Pack-of-SDL110106472-1-3f3b3.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/naypal-fashion-style-pack-of/684399999208#bcrumbSearch:kids%20fashion|bcrumbLabelId:524
2026-01-25 07:02:54,Kids Fashion,"Boys Clothing
32676",Arshia Fashions Pack of 1 Boys Cotton Blend T-Shirt & Jeans Set ( Grey ),Rs. 561,,https://g.sdlcdn.com/imgs/l/e/h/Arshia-Fashions-Pack-of-1-SDL593966718-1-1b652.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/arshia-fashions-pack-of-1/659694624442#bcrumbSearch:kids%20fashion|bcrumbLabelId:524
2026-01-25 07:02:54,Kids Fashion,"Boys Clothing
32676",NI FASHION Pack of 1 Boys Cotton Blend T-Shirt ( Black ),Rs. 167,3.9,https://g.sdlcdn.com/imgs/k/x/e/NI-FASHION-Black-Cotton-Blend-SDL372858103-1-1ac0d.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/ni-fashion-black-cotton-blend/625660257801#bcrumbSearch:kids%20fashion|bcrumbLabelId:524
2026-01-25 07:02:54,Kids Fashion,"Boys Clothing
32676",NI FASHION Pack of 1 Boys Cotton Blend T-Shirt ( Purple ),Rs. 167,4.0,https://g.sdlcdn.com/imgs/k/x/e/NI-FASHION-Purple-Cotton-Blend-SDL163282711-1-5d1ec.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/ni-fashion-purple-cotton-blend/645134440353#bcrumbSearch:kids%20fashion|bcrumbLabelId:524
2026-01-25 07:02:54,Kids Fashion,"Boys Clothing
32676",NI FASHION Pack of 1 Boys Cotton Blend T-Shirt ( Maroon ),Rs. 167,4.2,,https://www.snapdeal.com/product/ni-fashion-maroon-cotton-blend/682060609644#bcrumbSearch:kids%20fashion|bcrumbLabelId:524
2026-01-25 07:02:54,Kids Fashion,"Boys Clothing
32676",NI FASHION Pack of 1 Boys Cotton Blend T-Shirt ( Red ),Rs. 167,3.7,,https://www.snapdeal.com/product/ni-fashion-red-cotton-blend/662355730524#bcrumbSearch:kids%20fashion|bcrumbLabelId:524
2026-01-25 07:03:02,Kids Fashion,"Girls Clothing
22634","A.W.A KIDS FASHION Cotton Frock For Girls ( Pack of 1 , Blue )",Rs. 582,,https://g.sdlcdn.com/imgs/l/c/s/A-W-A-KIDS-FASHION-SDL095134717-1-38181.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/awa-kids-fashion-cotton-frock/644632562373#bcrumbSearch:kids%20fashion|bcrumbLabelId:539
2026-01-25 07:03:02,Kids Fashion,"Girls Clothing
22634","Arshia Fashions Cotton Blend Shirt Dress For Girls ( Pack of 1 , Blue )",Rs. 501,4.3,https://g.sdlcdn.com/imgs/k/z/0/Arshia-Fashions-Cotton-Blend-Shirt-SDL762407294-1-89cf5.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/arshia-fashions-cotton-blend-shirt/656295486520#bcrumbSearch:kids%20fashion|bcrumbLabelId:539
2026-01-25 07:03:02,Kids Fashion,"Girls Clothing
22634","Arshia Fashions Silk Lehenga Choli Set For Girls ( Pack of 1 , Pink )",Rs. 620,4.0,https://g.sdlcdn.com/imgs/k/o/1/Arshia-Fashions-Pink-Silk-Girls-SDL708918614-1-e9c6c.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/arshia-fashions-red-silk-girls/5764608190549417441#bcrumbSearch:kids%20fashion|bcrumbLabelId:539
2026-01-25 07:03:02,Kids Fashion,"Girls Clothing
22634","Villata fashion Net Frock For Girls ( Pack of 1 , Red )",Rs. 297,4.2,https://g.sdlcdn.com/imgs/k/7/l/Villata-fashion-Net-Frock-For-SDL804121253-1-7a2eb.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/villata-fashion-net-frock-for/5764608207081306031#bcrumbSearch:kids%20fashion|bcrumbLabelId:539
2026-01-25 07:03:02,Kids Fashion,"Girls Clothing
22634","Nios Fashion Girls Cotton Polyester Jeans ( Pack of 2 , Multicolor 5 )",Rs. 347,3.8,https://g.sdlcdn.com/imgs/k/3/g/Nios-Fashion-Girls-Cotton-Polyester-SDL289779772-1-9e5ea.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/nios-fashion-girls-cotton-polyester/7493990467082401064#bcrumbSearch:kids%20fashion|bcrumbLabelId:539
2026-01-25 07:03:02,Kids Fashion,"Girls Clothing
22634","NTD FASHION Girls Georgette Kurti with Pants ( Pack of 1 , Pink )",Rs. 393,,https://g.sdlcdn.com/imgs/k/4/a/NTD-FASHION-Girls-Georgette-Kurti-SDL472538508-1-9c2e2.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/ntd-fashion-girls-georgette-kurti/620325601347#bcrumbSearch:kids%20fashion|bcrumbLabelId:539
2026-01-25 07:03:02,Kids Fashion,"Girls Clothing
22634","Arshia Fashions Polyester Shirt Dress For Girls ( Pack of 1 , Multicolor )",Rs. 561,4.4,https://g.sdlcdn.com/imgs/k/0/p/Arshia-Fashions-Polyester-Shirt-Dress-SDL520968046-1-a613d.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/arshia-fashions-polyester-shirt-dress/646163421397#bcrumbSearch:kids%20fashion|bcrumbLabelId:539
2026-01-25 07:03:02,Kids Fashion,"Girls Clothing
22634",DarjiFashion Pack of 1 Girls Cotton Blend Top ( Multicolor ),Rs. 293,4.8,https://g.sdlcdn.com/imgs/k/7/d/DarjiFashion-Pack-of-1-Girls-SDL452094109-1-40b12.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/darjifashion-pack-of-1-girls/632106314428#bcrumbSearch:kids%20fashion|bcrumbLabelId:539
2026-01-25 07:03:02,Kids Fashion,"Girls Clothing
22634","Villata fashion Net Frock For Girls ( Pack of 1 , White )",Rs. 237,4.3,,https://www.snapdeal.com/product/villata-fashion-net-frock-for/8070451189850932737#bcrumbSearch:kids%20fashion|bcrumbLabelId:539
2026-01-25 07:03:02,Kids Fashion,"Girls Clothing
22634","Arshia Fashions Net Lehenga Choli Set For Girls ( Pack of 1 , Green )",Rs. 620,4.3,,https://www.snapdeal.com/product/arshia-fashions-net-green-girls/5764608172057745439#bcrumbSearch:kids%20fashion|bcrumbLabelId:539
2026-01-25 07:03:56,Men Clothing,3xl trackpant,HVBK Black Polyester Men's Trackpants ( Pack of 1 ),Rs. 232,3.8,https://g.sdlcdn.com/imgs/k/z/b/HVBK-Black-Polyester-Men-s-SDL471016836-3-5fce4.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/hvbk-black-polyester-mens-trackpants/620743601305#bcrumbSearch:3xl%20trackpant
2026-01-25 07:03:56,Men Clothing,3xl trackpant,JB JUST BLACK Grey Cotton Blend Men's Trackpants ( Pack of 1 ),Rs. 554,4.0,https://g.sdlcdn.com/imgs/k/x/k/JB-JUST-BLACK-Grey-Cotton-SDL014426848-1-00f0a.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/jb-just-black-grey-cotton/655426930962#bcrumbSearch:3xl%20trackpant
2026-01-25 07:03:56,Men Clothing,3xl trackpant,HVBK Grey Polyester Men's Trackpants ( Pack of 1 ),Rs. 232,4.1,https://g.sdlcdn.com/imgs/k/z/b/HVBK-Grey-Polyester-Men-s-SDL130248910-3-35f48.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/hvbk-grey-polyester-mens-trackpants/620283557286#bcrumbSearch:3xl%20trackpant
2026-01-25 07:03:57,Men Clothing,3xl trackpant,AUSTIVO - Black Cotton Blend Men's Trackpants ( Pack of 1 ),Rs. 368,4.2,https://g.sdlcdn.com/imgs/k/i/i/AUSTIVO-Black-Cotton-Blend-Men-SDL631391923-1-b4e22.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/austivo-black-cotton-blend-mens/671880740474#bcrumbSearch:3xl%20trackpant
2026-01-25 07:03:57,Men Clothing,3xl trackpant,9lkha Black Lycra Men's Trackpants ( Pack of 1 ),Rs. 440,,https://g.sdlcdn.com/imgs/l/b/g/9lkha-Black-Lycra-Men-s-SDL160602931-1-6b629.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/9lkha-navy-lycra-mens-trackpants/5764608208350480002#bcrumbSearch:3xl%20trackpant
2026-01-25 07:03:57,Men Clothing,3xl trackpant,HVBK Olive Green Polyester Men's Trackpants ( Pack of 1 ),Rs. 232,4.1,https://g.sdlcdn.com/imgs/k/z/c/HVBK-Olive-Green-Polyester-Men-SDL068301336-2-e20bb.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/hvbk-olive-green-polyester-mens/656297133763#bcrumbSearch:3xl%20trackpant
2026-01-25 07:03:57,Men Clothing,3xl trackpant,Neo Garments - Blue Cotton Men's Trackpants ( Pack of 1 ),Rs. 478,4.3,https://g.sdlcdn.com/imgs/k/f/f/Neo-Garments-Cotton-Blue-Men-SDL085387267-1-1271a.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/neo-garments-blue-cotton-trackpants/652189038913#bcrumbSearch:3xl%20trackpant
2026-01-25 07:03:57,Men Clothing,3xl trackpant,FEEL TRACK Multicolor 2 Cotton Men's Trackpants ( Pack of 2 ),Rs. 451,4.4,https://g.sdlcdn.com/imgs/l/d/x/FEEL-TRACK-Multicolor-2-Cotton-SDL312444569-1-9feee.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/feel-track-multicolor-2-cotton/674427564785#bcrumbSearch:3xl%20trackpant
2026-01-25 07:03:57,Men Clothing,3xl trackpant,HVBK Multicolor Polyester Men's Trackpants ( Pack of 2 ),Rs. 505,4.3,,https://www.snapdeal.com/product/hvbk-multicolor-polyester-mens-trackpants/621529853775#bcrumbSearch:3xl%20trackpant
2026-01-25 07:03:57,Men Clothing,3xl trackpant,STYLE ACCORD Light Grey Lycra Men's Trackpants ( Pack of 1 ),Rs. 440,4.3,,https://www.snapdeal.com/product/style-accord-blue-lycra-mens/5764608189792254567#bcrumbSearch:3xl%20trackpant
2026-01-25 07:04:04,Men Clothing,track pant,HVBK Black Polyester Men's Trackpants ( Pack of 1 ),Rs. 232,3.8,https://g.sdlcdn.com/imgs/k/z/b/HVBK-Black-Polyester-Men-s-SDL471016836-3-5fce4.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/hvbk-black-polyester-mens-trackpants/620743601305#bcrumbSearch:track%20pant
2026-01-25 07:04:04,Men Clothing,track pant,Westchic Green Cotton Blend Men's Sports Trackpants ( Pack of 1 ),Rs. 351,3.6,https://g.sdlcdn.com/imgs/k/8/f/Westchic-Green-Cotton-Blend-Men-SDL116586525-1-13c9c.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/westchic-black-cotton-blend-mens/5764608189710983345#bcrumbSearch:track%20pant
2026-01-25 07:04:04,Men Clothing,track pant,HVBK Grey Polyester Men's Trackpants ( Pack of 1 ),Rs. 232,4.1,https://g.sdlcdn.com/imgs/k/z/b/HVBK-Grey-Polyester-Men-s-SDL130248910-3-35f48.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/hvbk-grey-polyester-mens-trackpants/620283557286#bcrumbSearch:track%20pant
2026-01-25 07:04:05,Men Clothing,track pant,Lieo Trend Multicolor Polyester Blend Men's Trackpants ( Pack of 2 ),Rs. 363,4.0,https://g.sdlcdn.com/imgs/l/e/m/Lieo-Trend-Multicolor-Polyester-Blend-SDL148527700-1-93612.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/lieo-trend-multicolor-polyester-blend/647845472120#bcrumbSearch:track%20pant
2026-01-25 07:04:05,Men Clothing,track pant,YUNEK Multicolor Polyester Men's Joggers ( Pack of 2 ),Rs. 522,3.8,https://g.sdlcdn.com/imgs/l/e/5/YUNEK-Multicolor-Polyester-Men-s-SDL184107149-1-3d6e6.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/yunek-multicolor-polyester-mens-joggers/674561050144#bcrumbSearch:track%20pant
2026-01-25 07:04:05,Men Clothing,track pant,Lieo Trend Multicolor Polyester Blend Men's Trackpants ( Pack of 2 ),Rs. 363,3.9,https://g.sdlcdn.com/imgs/l/e/m/Lieo-Trend-Multicolor-Polyester-Blend-SDL079385747-1-89545.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/lieo-trend-multicolor-polyester-blend/655896301636#bcrumbSearch:track%20pant
2026-01-25 07:04:05,Men Clothing,track pant,Greenflair Black Cotton Men's Drop Crotch Pants ( Pack of 1 ),Rs. 406,4.1,https://g.sdlcdn.com/imgs/l/c/d/Greenflair-Black-Cotton-Men-s-SDL140784195-1-d3509.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/greenflair-light-grey-cotton-mens/5188147420592457494#bcrumbSearch:track%20pant
2026-01-25 07:04:05,Men Clothing,track pant,Lieo Trend Multicolor Polyester Blend Men's Trackpants ( Pack of 2 ),Rs. 363,3.9,https://g.sdlcdn.com/imgs/l/e/m/Lieo-Trend-Multicolor-Polyester-Blend-SDL978264388-1-fe473.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/lieo-trend-multicolor-polyester-blend/648243289335#bcrumbSearch:track%20pant
2026-01-25 07:04:05,Men Clothing,track pant,attitude start of fashion Black Lycra Men's Joggers ( Pack of 2 ),Rs. 383,5.0,,https://www.snapdeal.com/product/attitude-start-of-fashion-black/6917529658831315842#bcrumbSearch:track%20pant
2026-01-25 07:04:05,Men Clothing,track pant,AUSTIVO Grey Cotton Blend Men's Trackpants ( Pack of 1 ),Rs. 346,4.3,,https://www.snapdeal.com/product/austivo-grey-cotton-blend-mens/644842202333#bcrumbSearch:track%20pant
2026-01-25 07:04:11,Men Clothing,Men'S Clothing,TAZO Nylon Men's Casual Jacket - Black ( Pack of 1 ),Rs. 414,4.2,https://g.sdlcdn.com/imgs/l/a/4/TAZO-Nylon-Men-s-Casual-SDL150124061-1-273d3.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/tazo-nylon-mens-casual-jacket/653363612402#bcrumbSearch:men%20clothing|bcrumbLabelId:17
2026-01-25 07:04:12,Men Clothing,Men'S Clothing,Christy World Polyester Men's Casual Jacket - White ( Pack of 1 ),Rs. 419,3.9,https://g.sdlcdn.com/imgs/l/a/g/Christy-World-Polyester-Men-s-SDL334226356-1-80023.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/christy-world-polyester-mens-casual/6917529673728734686#bcrumbSearch:men%20clothing|bcrumbLabelId:17
2026-01-25 07:04:12,Men Clothing,Men'S Clothing,TAZO Nylon Men's Casual Jacket - Grey ( Pack of 1 ),Rs. 414,4.5,https://g.sdlcdn.com/imgs/l/c/d/TAZO-Nylon-Men-s-Casual-SDL550340414-1-01602.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/tazo-nylon-mens-casual-jacket/5764608179757475494#bcrumbSearch:men%20clothing|bcrumbLabelId:17
2026-01-25 07:04:12,Men Clothing,Men'S Clothing,eddicted Polyester Men's Puffer Jacket - Blue ( Pack of 1 ),Rs. 557,4.3,https://g.sdlcdn.com/imgs/l/a/d/eddicted-Polyester-Men-s-Puffer-SDL030347315-1-767b1.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/eddicted-polyester-mens-puffer-jacket/670491913382#bcrumbSearch:men%20clothing|bcrumbLabelId:17
2026-01-25 07:04:12,Men Clothing,Men'S Clothing,IF-INDIAN FORT Polyester Men's Puffer Jacket - Black ( Pack of 1 ),Rs. 554,4.2,https://g.sdlcdn.com/imgs/k/z/n/IF-INDIAN-FORT-Polyester-Men-SDL582668885-1-9aabb.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/ifindian-fort-polyester-mens-puffer/5188147447794684830#bcrumbSearch:men%20clothing|bcrumbLabelId:17
2026-01-25 07:04:12,Men Clothing,Men'S Clothing,Forbro Nylon Men's Windcheater Jacket - Maroon ( Pack of 1 ),Rs. 578,4.1,https://g.sdlcdn.com/imgs/k/m/a/Forbro-Maroon-Nylon-Regular-Fit-SDL073745197-1-9d375.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/forbro-maroon-nylon-regular-fit/633471333074#bcrumbSearch:men%20clothing|bcrumbLabelId:17
2026-01-25 07:04:12,Men Clothing,Men'S Clothing,AZF Nylon Men's Windcheater Jacket - Black ( Pack of 1 ),Rs. 457,4.1,https://g.sdlcdn.com/imgs/k/z/x/AZF-Nylon-Men-s-Windcheater-SDL328872310-1-b674f.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/azf-nylon-mens-windcheater-jacket/618770867849#bcrumbSearch:men%20clothing|bcrumbLabelId:17
2026-01-25 07:04:12,Men Clothing,Men'S Clothing,eddicted Nylon Men's Biker Jacket - Grey ( Pack of 1 ),Rs. 592,4.7,https://g.sdlcdn.com/imgs/l/a/d/eddicted-Nylon-Men-s-Biker-SDL607364150-1-1668b.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/eddicted-nylon-mens-biker-jacket/8070451167117171677#bcrumbSearch:men%20clothing|bcrumbLabelId:17
2026-01-25 07:04:12,Men Clothing,Men'S Clothing,IF-INDIAN FORT Polyester Men's Quilted & Bomber Jacket - Navy ( Pack of 1 ),Rs. 658,4.2,,https://www.snapdeal.com/product/ifindian-fort-polyester-mens-quilted/6917529662028044461#bcrumbSearch:men%20clothing|bcrumbLabelId:17
2026-01-25 07:04:12,Men Clothing,Men'S Clothing,FTX Cotton Men's Denim Jacket - Light Blue ( Pack of 1 ),Rs. 790,4.3,,https://www.snapdeal.com/product/ftx-cotton-mens-denim-jacket/620392816180#bcrumbSearch:men%20clothing|bcrumbLabelId:17
2026-01-25 07:04:18,Men Clothing,"Winter Wear For Men
13135",TrendsTalk Nylon Men's Windcheater Jacket - Olive ( Pack of 1 ),Rs. 563,4.2,https://g.sdlcdn.com/imgs/l/e/f/TrendsTalk-Nylon-Men-s-Windcheater-SDL866499846-1-d0d03.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/trendstalk-nylon-mens-windcheater-jacket/6917529681961756994#bcrumbSearch:men%20clothing|bcrumbLabelId:46138880
2026-01-25 07:04:18,Men Clothing,"Winter Wear For Men
13135",FTX Denim Men's Denim Jacket - Navy Blue ( Pack of 1 ),Rs. 540,3.9,https://g.sdlcdn.com/imgs/k/z/o/FTX-Denim-Men-s-Denim-SDL960757352-1-75341.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/ftx-denim-mens-denim-jacket/7493990426621630032#bcrumbSearch:men%20clothing|bcrumbLabelId:46138880
2026-01-25 07:04:18,Men Clothing,"Winter Wear For Men
13135",TrybeX Polyester Men's Puffer Jacket - Black ( Pack of 1 ),"Rs. 1,400",4.7,https://g.sdlcdn.com/imgs/l/d/x/TrybeX-Polyester-Men-s-Puffer-SDL556486690-1-dab72.JPG?w=220&h=258&sharp=7,https://www.snapdeal.com/product/trybex-polyester-mens-puffer-jacket/5764608198337795018#bcrumbSearch:men%20clothing|bcrumbLabelId:46138880
2026-01-25 07:04:18,Men Clothing,"Winter Wear For Men
13135",FTX Cotton Men's Denim Jacket - Light Blue ( Pack of 1 ),Rs. 790,4.3,https://g.sdlcdn.com/imgs/l/e/q/FTX-Cotton-Men-s-Denim-SDL533012125-1-0f330.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/ftx-cotton-mens-denim-jacket/620392816180#bcrumbSearch:men%20clothing|bcrumbLabelId:46138880
2026-01-25 07:04:18,Men Clothing,"Winter Wear For Men
13135",TAZO Nylon Men's Casual Jacket - Grey ( Pack of 1 ),Rs. 414,4.0,https://g.sdlcdn.com/imgs/l/a/4/TAZO-Nylon-Men-s-Casual-SDL609898255-1-2d32d.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/tazo-nylon-mens-casual-jacket/8070451169561502837#bcrumbSearch:men%20clothing|bcrumbLabelId:46138880
2026-01-25 07:04:19,Men Clothing,"Winter Wear For Men
13135",Camey Polyester Men's Puffer Jacket - Black ( Pack of 1 ),"Rs. 1,110",3.8,https://g.sdlcdn.com/imgs/k/z/3/Camey-Polyester-Men-s-Puffer-SDL768407052-1-82856.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/camey-polyester-mens-puffer-jacket/5764608207428177206#bcrumbSearch:men%20clothing|bcrumbLabelId:46138880
2026-01-25 07:04:19,Men Clothing,"Winter Wear For Men
13135",nikline Woollen Men's Puffer Jacket - Camel ( Pack of 1 ),Rs. 757,3.5,https://g.sdlcdn.com/imgs/l/c/h/nikline-Woollen-Men-s-Puffer-SDL159854171-1-5619c.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/nikline-woollen-mens-puffer-jacket/8070451194669641271#bcrumbSearch:men%20clothing|bcrumbLabelId:46138880
2026-01-25 07:04:19,Men Clothing,"Winter Wear For Men
13135",TrendsTalk Nylon Men's Windcheater Jacket - Blue ( Pack of 1 ),Rs. 563,4.0,https://g.sdlcdn.com/imgs/l/f/k/TrendsTalk-Nylon-Men-s-Windcheater-SDL863611672-1-c95c8.png?w=220&h=258&sharp=7,https://www.snapdeal.com/product/trendstalk-nylon-mens-windcheater-jacket/645523402217#bcrumbSearch:men%20clothing|bcrumbLabelId:46138880
2026-01-25 07:04:19,Men Clothing,"Winter Wear For Men
13135",Ketch Polyester Men's Puffer Jacket - Blue ( Pack of 1 ),Rs. 517,4.4,,https://www.snapdeal.com/product/ketch-polyester-mens-puffer-jacket/637671832092#bcrumbSearch:men%20clothing|bcrumbLabelId:46138880
2026-01-25 07:04:19,Men Clothing,"Winter Wear For Men
13135",Ketch Cotton Men's Denim Jacket - Black ( Pack of 1 ),Rs. 469,4.2,,https://www.snapdeal.com/product/ketch-cotton-mens-denim-jacket/658436717114#bcrumbSearch:men%20clothing|bcrumbLabelId:46138880
2026-01-25 07:04:27,Men Clothing,"Unstitched Suit & Shirts For Men
2072",Shiv Sales Black Polyester Men's Unstitched Shirts & Trousers ( Pack of 1 ),Rs. 620,4.8,https://g.sdlcdn.com/imgs/k/6/u/Shiv-Sales-Black-Polyester-Men-SDL390509977-1-6f172.jpg?w=220&h=258&sharp=7,https://www.snapdeal.com/product/shiv-sales-black-polyester-mens/664038405177#bcrumbSearch:men%20clothing|bcrumbLabelId:195
